prompt_id,prompt,gold_agents,template_id
1576,Identify the trend of power output over the past 6 days,TrendAnalysisAgent,5
1577,btw: I need you to forecast power output for next 24 hours and explain the trend drivers. and draft a short report.,ForecastAgent|TrendAnalysisAgent,24
1578,asap: I need you to pull recent logs related to system reliability.,LogRetrievalAgent,2
1579,I need you to write a detailed report about wind performance for yesterday.,ReportWriterAgent,10
1580,Can you what fields are available in the transactions table?? and include a quick chart.,MetadataLookupAgent,37
1581,for the weekly review: Help me write a detailed report about turbine efficiency for this month.,ReportWriterAgent,10
1582,Plot turbine RPM for this week,PlotGenerationAgent,8
1583,asap: I need you to forecast turbine RPM for next 2 weeks and explain the trend drivers. and set an alert if it changes.,ForecastAgent|TrendAnalysisAgent,24
1584,FYI: Please plot and analyze turbine RPM for last week.,PlotGenerationAgent|StatisticalAnalysisAgent,28
1585,I need you to plot and analyze error rate for the last 24 hours.,PlotGenerationAgent|StatisticalAnalysisAgent,28
1586,Please write a detailed report about energy production for the last 30 days.,ReportWriterAgent,10
1587,I need you to retrieve logs and summarize errors for ETL job. and set an alert if it changes.,LogRetrievalAgent|SummaryAgent,13
1588,Check if error rate has outliers in this month,AnomalyDetectionAgent,19
1589,Retrieve error rate from internal data warehouse for this week and add a dashboard view.,TimeSeriesQueryAgent,33
1590,Please plot wind speed and identify its trend for the last 3 days.,PlotGenerationAgent|TrendAnalysisAgent,23
1591,btw: Help me what fields are available in the sensor_streams table?.,MetadataLookupAgent,37
1592,asap: Please use the weather/api REST API with auth to get wind energy output for today. and draft a short report.,APIDataFetchAgent,31
1593,for my notes: Help me get temperature for the last 30 days and detect trend visually. and draft a short report.,TimeSeriesQueryAgent|PlotGenerationAgent|TrendAnalysisAgent,15
1594,asap: Please call the alerts/v2 endpoint to fetch throughput as JSON.,APIDataFetchAgent,29
1595,asap: Please fetch logs for Lambda with error code failed.,LogRetrievalAgent,38
1596,FYI: Help me summarize what happened in power output during the last 30 days.,SummaryAgent,9
1597,for the weekly review: Please compute mean and variance for the past 48 days of latency.,StatisticalAnalysisAgent,4
1598,Can you write a detailed report about energy production for this week?,ReportWriterAgent,10
1599,Generate a report with charts for wind speed in the last 30 days,ReportWriterAgent|PlotGenerationAgent,21
1600,asap: I need you to plot error rate for the last 3 days.,PlotGenerationAgent,8
1601,I need you to extract API data for error rate during this month.,APIDataFetchAgent|TimeSeriesQueryAgent,26
1602,Can you compute mean and variance for the past 168 days of error rate?,StatisticalAnalysisAgent,4
1603,FYI: I need you to write a detailed report about wind performance for the last 24 hours.,ReportWriterAgent,10
1604,Please show WARN and ERROR logs for ETL job in the last 30 days.,LogRetrievalAgent,39
1605,Please detect unusual spikes or drops in turbine RPM for this month.,AnomalyDetectionAgent,6
1606,asap: Please get rows where customer_id equals E500.,SQLQueryAgent,1
1607,Help me predict throughput for next week. and include a quick chart.,ForecastAgent,7
1608,Paginate the sensors/stream API to collect temperature records,APIDataFetchAgent,30
1609,for my notes: Can you generate a report with charts for throughput in the last 24 hours?,ReportWriterAgent|PlotGenerationAgent,21
1610,for my notes: Help me summarize what happened in temperature during today.,SummaryAgent,9
1611,not urgent: Can you fetch wind speed data for the last 168 hours?,TimeSeriesQueryAgent|APIDataFetchAgent,0
1612,asap: Plot and analyze wind speed for the last 30 days,PlotGenerationAgent|StatisticalAnalysisAgent,28
1613,Please what fields are available in the sensor_streams table?.,MetadataLookupAgent,37
1614,I need you to plot wind energy output for this week.,PlotGenerationAgent,8
1615,Can you get rows where customer_id equals A17? and draft a short report.,SQLQueryAgent,1
1616,Can you predict power output for next 24 hours? and include a quick chart.,ForecastAgent,7
1617,I need you to trace anomalies and then draft a brief report for the last 30 days. and include a quick chart.,AnomalyDetectionAgent|ReportWriterAgent,17
1618,asap: Please summarize and report anomalies in latency for today.,AnomalyDetectionAgent|ReportWriterAgent|SummaryAgent,25
1619,Please detect unusual spikes or drops in wind speed for the last 3 days.,AnomalyDetectionAgent,6
1620,btw: Can you generate a report with charts for wind energy output in the last 24 hours? and write a brief summary.,ReportWriterAgent|PlotGenerationAgent,21
1621,I need you to write a detailed report about capacity planning for today.,ReportWriterAgent,10
1622,Help me plot and analyze throughput for this month.,PlotGenerationAgent|StatisticalAnalysisAgent,28
1623,not urgent: Help me write a concise report of wind energy output behavior in last week. and write a brief summary.,ReportWriterAgent|SummaryAgent,27
1624,Can you retrieve wind energy output from internal data warehouse for the last 3 days?,TimeSeriesQueryAgent,33
1625,I need you to predict power output for tomorrow evening. and draft a short report.,ForecastAgent,7
1626,Can you get rows where customer_id equals A17?,SQLQueryAgent,1
1627,Can you paginate the alerts/v2 API to collect error rate records? and draft a short report.,APIDataFetchAgent,30
1628,not urgent: I need you to retrieve wind energy output from internal data warehouse for this month. and draft a short report.,TimeSeriesQueryAgent,33
1629,FYI: Please forecast turbine RPM for next 72 hours and plot it.,ForecastAgent|PlotGenerationAgent,11
1630,Can you compute correlations between turbine RPM and power output for the past 7 days?,StatisticalAnalysisAgent,22
1631,Forecast throughput for next 72 hours and explain the trend drivers and draft a short report.,ForecastAgent|TrendAnalysisAgent,24
1632,not urgent: Please summarize log patterns for ETL job over the last 3 days.,LogRetrievalAgent|SummaryAgent,20
1633,Can you plot and analyze wind speed for yesterday?,PlotGenerationAgent|StatisticalAnalysisAgent,28
1634,FYI: Please list columns and schema for the weather dataset. and draft a short report.,MetadataLookupAgent,36
1635,Fetch external error rate from energy/telemetry and return raw payloads,APIDataFetchAgent,32
1636,for the weekly review: Can you summarize and report anomalies in power output for today?,AnomalyDetectionAgent|ReportWriterAgent|SummaryAgent,25
1637,Fetch logs for frontend with error code TX-8821,LogRetrievalAgent,38
1638,Please run a SQL query to find temperature rows with value E500. and include a quick chart.,SQLQueryAgent,34
1639,Compute median and std dev for power output over last week and write a brief summary.,StatisticalAnalysisAgent,40
1640,Please what columns exist in the wind dataset?. and add a dashboard view.,MetadataLookupAgent,3
1641,Help me get temperature for the last 3 days and detect trend visually.,TimeSeriesQueryAgent|PlotGenerationAgent|TrendAnalysisAgent,15
1642,Can you fetch logs for scheduler with error code TX-8821?,LogRetrievalAgent,38
1643,Help me calculate summary stats for error rate in this week.,StatisticalAnalysisAgent,41
1644,I need you to show WARN and ERROR logs for frontend in last week.,LogRetrievalAgent,39
1645,Can you fetch wind speed data for the last 6 hours?,TimeSeriesQueryAgent|APIDataFetchAgent,0
1646,Please what fields are available in the system_events table?.,MetadataLookupAgent,37
1647,I need you to trace anomalies and then draft a brief report for the past 7 days.,AnomalyDetectionAgent|ReportWriterAgent,17
1648,asap: Filter the transactions table where latency > failed,SQLQueryAgent,35
1649,btw: Can you summarize what happened in power output during the past 7 days?,SummaryAgent,9
1650,Please forecast wind energy output for next 2 weeks and summarize risks.,ForecastAgent|SummaryAgent,18
1651,Help me what fields are available in the wind table?. and set an alert if it changes.,MetadataLookupAgent,37
1652,for my notes: I need you to predict wind energy output for tomorrow evening. and draft a short report.,ForecastAgent,7
1653,for the weekly review: Please pull recent logs related to system reliability.,LogRetrievalAgent,2
1654,btw: I need you to check if temperature has outliers in the last 3 days. and include a quick chart.,AnomalyDetectionAgent,19
1655,Can you summarize what happened in power output during yesterday?,SummaryAgent,9
1656,I need you to summarize log patterns for scheduler over this month.,LogRetrievalAgent|SummaryAgent,20
1657,asap: Help me calculate summary stats for temperature in this week.,StatisticalAnalysisAgent,41
1658,Help me fetch logs for frontend with error code A17. and add a dashboard view.,LogRetrievalAgent,38
1659,Can you fetch logs for API Gateway with error code TX-8821?,LogRetrievalAgent,38
1660,Can you fetch external wind energy output from alerts/v2 and return raw payloads?,APIDataFetchAgent,32
1661,Check if latency has outliers in this week,AnomalyDetectionAgent,19
1662,Help me paginate the energy/telemetry API to collect latency records. and include a quick chart.,APIDataFetchAgent,30
1663,I need you to plot wind energy output and identify its trend for the last 24 hours.,PlotGenerationAgent|TrendAnalysisAgent,23
1664,I need you to detect unusual spikes or drops in latency for the last 30 days.,AnomalyDetectionAgent,6
1665,I need you to plot and analyze turbine RPM for last week.,PlotGenerationAgent|StatisticalAnalysisAgent,28
1666,Help me pull recent logs related to system reliability.,LogRetrievalAgent,2
1667,asap: Please what columns exist in the sensor_streams dataset?. and draft a short report.,MetadataLookupAgent,3
1668,I need you to use the energy/telemetry REST API with auth to get error rate for yesterday. and write a brief summary.,APIDataFetchAgent,31
1669,Can you plot temperature and identify its trend for today?,PlotGenerationAgent|TrendAnalysisAgent,23
1670,not urgent: I need you to get rows where customer_id equals A17. and draft a short report.,SQLQueryAgent,1
1671,Generate a report with charts for wind speed in yesterday and write a brief summary.,ReportWriterAgent|PlotGenerationAgent,21
1672,Pull recent logs related to wind performance,LogRetrievalAgent,2
1673,FYI: I need you to list columns and schema for the weather dataset. and set an alert if it changes.,MetadataLookupAgent,36
1674,Please plot and analyze latency for this month.,PlotGenerationAgent|StatisticalAnalysisAgent,28
1675,Forecast power output for tomorrow and explain the trend drivers,ForecastAgent|TrendAnalysisAgent,24
1676,Fetch wind speed data for the last 24 hours and set an alert if it changes.,TimeSeriesQueryAgent|APIDataFetchAgent,0
1677,I need you to forecast turbine RPM for tomorrow evening and explain the trend drivers.,ForecastAgent|TrendAnalysisAgent,24
1678,List columns and schema for the weather dataset and add a dashboard view.,MetadataLookupAgent,36
1679,Please filter the energy table where power output > failed. and include a quick chart.,SQLQueryAgent,35
1680,Help me plot throughput for the last 24 hours.,PlotGenerationAgent,8
1681,Please get throughput for the last 24 hours and detect trend visually. and include a quick chart.,TimeSeriesQueryAgent|PlotGenerationAgent|TrendAnalysisAgent,15
1682,Help me retrieve logs and summarize errors for API Gateway.,LogRetrievalAgent|SummaryAgent,13
1683,Can you plot error rate for today? and set an alert if it changes.,PlotGenerationAgent,8
1684,Please compute median and std dev for latency over today.,StatisticalAnalysisAgent,40
1685,Help me check if error rate has outliers in the last 30 days.,AnomalyDetectionAgent,19
1686,for the weekly review: Please fetch external wind energy output from weather/api and return raw payloads. and set an alert if it changes.,APIDataFetchAgent,32
1687,btw: Can you get power output for the last 30 days and detect trend visually?,TimeSeriesQueryAgent|PlotGenerationAgent|TrendAnalysisAgent,15
1688,for my notes: Please predict wind speed for tomorrow evening.,ForecastAgent,7
1689,btw: Can you compute correlations between turbine RPM and power output for this month? and set an alert if it changes.,StatisticalAnalysisAgent,22
1690,Plot and summarize error rate for the last 30 days,PlotGenerationAgent|SummaryAgent,12
1691,Write a concise report of wind speed behavior in yesterday,ReportWriterAgent|SummaryAgent,27
1692,for my notes: I need you to summarize and report anomalies in latency for yesterday. and include a quick chart.,AnomalyDetectionAgent|ReportWriterAgent|SummaryAgent,25
1693,FYI: Can you forecast wind energy output for next 24 hours and summarize risks?,ForecastAgent|SummaryAgent,18
1694,Please pull recent logs related to energy production. and draft a short report.,LogRetrievalAgent,2
1695,Please extract API data for error rate during yesterday. and set an alert if it changes.,APIDataFetchAgent|TimeSeriesQueryAgent,26
1696,Fetch logs for scheduler with error code A17,LogRetrievalAgent,38
1697,asap: Fetch throughput for the past 7 days and describe the trend,TimeSeriesQueryAgent|TrendAnalysisAgent,14
1698,Help me run a SQL query to find turbine RPM rows with value E500.,SQLQueryAgent,34
1699,Please extract API data for temperature during today.,APIDataFetchAgent|TimeSeriesQueryAgent,26
1700,Please detect unusual spikes or drops in turbine RPM for this week.,AnomalyDetectionAgent,6
1701,Call the alerts/v2 endpoint to fetch throughput as JSON,APIDataFetchAgent,29
1702,for my notes: Please forecast wind speed for tomorrow evening and plot it.,ForecastAgent|PlotGenerationAgent,11
1703,asap: Can you fetch error rate for the last 30 days and describe the trend? and add a dashboard view.,TimeSeriesQueryAgent|TrendAnalysisAgent,14
1704,Help me what fields are available in the system_events table?.,MetadataLookupAgent,37
1705,Plot and summarize throughput for this week,PlotGenerationAgent|SummaryAgent,12
1706,Help me summarize and report anomalies in throughput for the past 7 days. and include a quick chart.,AnomalyDetectionAgent|ReportWriterAgent|SummaryAgent,25
1707,I need you to generate a report with charts for wind energy output in the last 3 days. and draft a short report.,ReportWriterAgent|PlotGenerationAgent,21
1708,btw: Can you generate a report with charts for turbine RPM in yesterday?,ReportWriterAgent|PlotGenerationAgent,21
1709,not urgent: Can you forecast latency for next 72 hours and explain the trend drivers? and set an alert if it changes.,ForecastAgent|TrendAnalysisAgent,24
1710,btw: I need you to retrieve logs and summarize errors for ETL job.,LogRetrievalAgent|SummaryAgent,13
1711,Help me calculate summary stats for wind speed in the last 3 days.,StatisticalAnalysisAgent,41
1712,Please identify the trend of throughput over the past 24 days. and set an alert if it changes.,TrendAnalysisAgent,5
1713,FYI: Pull recent logs related to forecast accuracy,LogRetrievalAgent,2
1714,for the weekly review: Please trace anomalies and then draft a brief report for the last 3 days.,AnomalyDetectionAgent|ReportWriterAgent,17
1715,I need you to fetch wind speed data for the last 24 hours.,TimeSeriesQueryAgent|APIDataFetchAgent,0
1716,Please retrieve logs and summarize errors for scheduler. and write a brief summary.,LogRetrievalAgent|SummaryAgent,13
1717,for the weekly review: Please give me a quick sanity check on the throughput numbers for yesterday.,StatisticalAnalysisAgent|SummaryAgent,16
1718,Can you compute mean and variance for the past 48 days of latency?,StatisticalAnalysisAgent,4
1719,List columns and schema for the transactions dataset,MetadataLookupAgent,36
1720,I need you to give me a quick sanity check on the turbine RPM numbers for yesterday.,StatisticalAnalysisAgent|SummaryAgent,16
1721,Please fetch throughput for last week and describe the trend.,TimeSeriesQueryAgent|TrendAnalysisAgent,14
1722,for the weekly review: Can you plot and analyze power output for the past 7 days?,PlotGenerationAgent|StatisticalAnalysisAgent,28
1723,Help me what fields are available in the ops_metrics table?.,MetadataLookupAgent,37
1724,Can you run a SQL query to find wind energy output rows with value A17? and include a quick chart.,SQLQueryAgent,34
1725,Please call the sensors/stream endpoint to fetch temperature as JSON.,APIDataFetchAgent,29
1726,Help me pull recent logs related to forecast accuracy.,LogRetrievalAgent,2
1727,I need you to what fields are available in the energy table?.,MetadataLookupAgent,37
1728,for the weekly review: Give me a quick sanity check on the temperature numbers for this week,StatisticalAnalysisAgent|SummaryAgent,16
1729,Help me plot power output and identify its trend for today.,PlotGenerationAgent|TrendAnalysisAgent,23
1730,Help me summarize log patterns for Lambda over last week.,LogRetrievalAgent|SummaryAgent,20
1731,btw: I need you to compute mean and variance for the past 12 days of error rate.,StatisticalAnalysisAgent,4
1732,Can you summarize what happened in latency during the last 3 days?,SummaryAgent,9
1733,Identify the trend of throughput over the past 48 days,TrendAnalysisAgent,5
1734,not urgent: Help me forecast error rate for next 2 weeks and summarize risks.,ForecastAgent|SummaryAgent,18
1735,not urgent: Help me detect unusual spikes or drops in throughput for the last 3 days.,AnomalyDetectionAgent,6
1736,btw: Can you retrieve throughput from internal data warehouse for last week?,TimeSeriesQueryAgent,33
1737,Help me trace anomalies and then draft a brief report for today. and set an alert if it changes.,AnomalyDetectionAgent|ReportWriterAgent,17
1738,Help me predict wind speed for next 72 hours.,ForecastAgent,7
1739,Plot latency for this week,PlotGenerationAgent,8
1740,asap: Forecast error rate for tomorrow evening and explain the trend drivers and add a dashboard view.,ForecastAgent|TrendAnalysisAgent,24
1741,Graph and analyze latency for last week,PlotGenerationAgent|StatisticalAnalysisAgent,28
1742,asap: Call the alerts/v2 endpoint to fetch power output as JSON and write a brief summary.,APIDataFetchAgent,29
1743,Help me list columns and schema for the wind dataset. and include a quick chart.,MetadataLookupAgent,36
1744,I need you to fetch wind speed data for the last 168 hours.,TimeSeriesQueryAgent|APIDataFetchAgent,0
1745,Can you generate a report with charts for wind energy output in yesterday?,ReportWriterAgent|PlotGenerationAgent,21
1746,Help me get throughput for this month and detect trend visually.,TimeSeriesQueryAgent|PlotGenerationAgent|TrendAnalysisAgent,15
1747,Please paginate the energy/telemetry API to collect error rate records. and set an alert if it changes.,APIDataFetchAgent,30
1748,Help me filter the energy table where wind speed > failed.,SQLQueryAgent,35
1749,Please paginate the sensors/stream API to collect wind energy output records.,APIDataFetchAgent,30
1750,btw: Can you check if wind speed has outliers in yesterday?,AnomalyDetectionAgent,19
1751,Can you forecast power output for next week and explain the trend drivers? and set an alert if it changes.,ForecastAgent|TrendAnalysisAgent,24
1752,Can you get latency for the last 30 days and detect trend visually?,TimeSeriesQueryAgent|PlotGenerationAgent|TrendAnalysisAgent,15
1753,I need you to list columns and schema for the sensor_streams dataset.,MetadataLookupAgent,36
1754,Please forecast throughput for tomorrow evening and plot it.,ForecastAgent|PlotGenerationAgent,11
1755,Help me fetch external wind speed from metrics/v1 and return raw payloads.,APIDataFetchAgent,32
1756,for the weekly review: Help me show WARN and ERROR logs for Lambda in last week.,LogRetrievalAgent,39
1757,for the weekly review: What fields are available in the energy table? and add a dashboard view.,MetadataLookupAgent,37
1758,Help me identify the trend of error rate over the past 48 days.,TrendAnalysisAgent,5
1759,for the weekly review: Help me compute median and std dev for temperature over the last 3 days.,StatisticalAnalysisAgent,40
1760,Can you give me a quick sanity check on the latency numbers for last week?,StatisticalAnalysisAgent|SummaryAgent,16
1761,Please give me a quick sanity check on the throughput numbers for last week.,StatisticalAnalysisAgent|SummaryAgent,16
1762,Can you plot wind energy output and identify its trend for the past 7 days?,PlotGenerationAgent|TrendAnalysisAgent,23
1763,Please fetch latency for the last 3 days and describe the trend.,TimeSeriesQueryAgent|TrendAnalysisAgent,14
1764,Help me identify the trend of error rate over the past 168 days.,TrendAnalysisAgent,5
1765,Can you fetch turbine RPM for last week and describe the trend? and draft a short report.,TimeSeriesQueryAgent|TrendAnalysisAgent,14
1766,Can you identify the trend of error rate over the past 72 days?,TrendAnalysisAgent,5
1767,Please show WARN and ERROR logs for frontend in yesterday.,LogRetrievalAgent,39
1768,Can you identify the trend of latency over the past 72 days?,TrendAnalysisAgent,5
1769,Can you plot latency and identify its trend for the last 3 days?,PlotGenerationAgent|TrendAnalysisAgent,23
1770,I need you to filter the wind table where wind speed > TX-8821.,SQLQueryAgent,35
1771,Can you fetch logs for ETL job with error code TX-8821?,LogRetrievalAgent,38
1772,asap: Can you plot latency and identify its trend for the last 3 days? and include a quick chart.,PlotGenerationAgent|TrendAnalysisAgent,23
1773,Please retrieve wind energy output from internal data warehouse for this month.,TimeSeriesQueryAgent,33
1774,Help me get rows where customer_id equals TX-8821.,SQLQueryAgent,1
1775,Filter the ops_metrics table where temperature > E500 and draft a short report.,SQLQueryAgent,35
1776,asap: I need you to pull recent logs related to system reliability. and include a quick chart.,LogRetrievalAgent,2
1777,Can you call the metrics/v1 endpoint to fetch wind speed as JSON?,APIDataFetchAgent,29
1778,not urgent: Please compute mean and variance for the past 12 days of wind speed.,StatisticalAnalysisAgent,4
1779,not urgent: Please check if latency has outliers in this week. and draft a short report.,AnomalyDetectionAgent,19
1780,Please detect unusual spikes or drops in turbine RPM for yesterday.,AnomalyDetectionAgent,6
1781,Can you summarize and report anomalies in latency for yesterday?,AnomalyDetectionAgent|ReportWriterAgent|SummaryAgent,25
1782,asap: Give me a summary of and report anomalies in throughput for this month,AnomalyDetectionAgent|ReportWriterAgent|SummaryAgent,25
1783,Please give me a quick sanity check on the error rate numbers for the last 24 hours.,StatisticalAnalysisAgent|SummaryAgent,16
1784,for my notes: Get turbine RPM for the last 30 days and detect trend visually and set an alert if it changes.,TimeSeriesQueryAgent|PlotGenerationAgent|TrendAnalysisAgent,15
1785,Help me show WARN and ERROR logs for ETL job in the last 3 days.,LogRetrievalAgent,39
1786,for my notes: I need you to forecast throughput for tomorrow evening and explain the trend drivers.,ForecastAgent|TrendAnalysisAgent,24
1787,Help me fetch wind speed data for the last 168 hours.,TimeSeriesQueryAgent|APIDataFetchAgent,0
1788,Can you plot wind energy output and identify its trend for last week?,PlotGenerationAgent|TrendAnalysisAgent,23
1789,for the weekly review: Please summarize what happened in latency during yesterday.,SummaryAgent,9
1790,asap: Help me forecast temperature for next 72 hours and summarize risks. and set an alert if it changes.,ForecastAgent|SummaryAgent,18
1791,btw: I need you to calculate summary stats for temperature in today.,StatisticalAnalysisAgent,41
1792,Can you what fields are available in the system_events table?? and write a brief summary.,MetadataLookupAgent,37
1793,Get rows where customer_id equals failed,SQLQueryAgent,1
1794,asap: I need you to summarize log patterns for Lambda over the past 7 days.,LogRetrievalAgent|SummaryAgent,20
1795,Help me compute mean and variance for the past 72 days of turbine RPM. and add a dashboard view.,StatisticalAnalysisAgent,4
1796,btw: Calculate summary stats for latency in last week and write a brief summary.,StatisticalAnalysisAgent,41
1797,for my notes: Please what columns exist in the transactions dataset?.,MetadataLookupAgent,3
1798,for my notes: Calculate summary stats for error rate in the last 24 hours,StatisticalAnalysisAgent,41
1799,Predict throughput for next 72 hours,ForecastAgent,7
1800,Retrieve error rate from internal data warehouse for last week,TimeSeriesQueryAgent,33
1801,Please retrieve error rate from internal data warehouse for last week.,TimeSeriesQueryAgent,33
1802,FYI: What columns exist in the wind dataset? and draft a short report.,MetadataLookupAgent,3
1803,Detect unusual spikes or drops in turbine RPM for this week,AnomalyDetectionAgent,6
1804,for the weekly review: What fields are available in the transactions table? and write a brief summary.,MetadataLookupAgent,37
1805,btw: Help me compute correlations between wind energy output and power output for the last 24 hours.,StatisticalAnalysisAgent,22
1806,Please paginate the alerts/v2 API to collect power output records.,APIDataFetchAgent,30
1807,Please identify the trend of wind speed over the past 72 days. and add a dashboard view.,TrendAnalysisAgent,5
1808,FYI: Please give me a quick sanity check on the throughput numbers for this month.,StatisticalAnalysisAgent|SummaryAgent,16
1809,FYI: Plot turbine RPM for this month,PlotGenerationAgent,8
1810,I need you to call the metrics/v1 endpoint to fetch throughput as JSON.,APIDataFetchAgent,29
1811,I need you to get throughput for today and detect trend visually.,TimeSeriesQueryAgent|PlotGenerationAgent|TrendAnalysisAgent,15
1812,FYI: Help me forecast latency for tomorrow evening and explain the trend drivers.,ForecastAgent|TrendAnalysisAgent,24
1813,Help me extract API data for turbine RPM during this month. and write a brief summary.,APIDataFetchAgent|TimeSeriesQueryAgent,26
1814,Plot throughput for the last 24 hours,PlotGenerationAgent,8
1815,asap: Can you predict temperature for next 72 hours?,ForecastAgent,7
1816,Can you check if latency has outliers in last week? and write a brief summary.,AnomalyDetectionAgent,19
1817,for the weekly review: Check if wind energy output has outliers in yesterday and draft a short report.,AnomalyDetectionAgent,19
1818,Please trace anomalies and then draft a brief report for yesterday.,AnomalyDetectionAgent|ReportWriterAgent,17
1819,Can you show WARN and ERROR logs for scheduler in the last 3 days?,LogRetrievalAgent,39
1820,Help me run a SQL query to find wind energy output rows with value failed.,SQLQueryAgent,34
1821,Help me plot and analyze turbine RPM for last week.,PlotGenerationAgent|StatisticalAnalysisAgent,28
1822,Please what columns exist in the ops_metrics dataset?.,MetadataLookupAgent,3
1823,Plot and summarize wind speed for today,PlotGenerationAgent|SummaryAgent,12
1824,I need you to calculate summary stats for temperature in the past 7 days.,StatisticalAnalysisAgent,41
1825,Please plot power output for today.,PlotGenerationAgent,8
1826,Write a detailed report about wind performance for the last 24 hours,ReportWriterAgent,10
1827,asap: Please compute median and std dev for latency over the last 30 days.,StatisticalAnalysisAgent,40
1828,Fetch logs for API Gateway with error code TX-8821 and include a quick chart.,LogRetrievalAgent,38
1829,asap: Fetch throughput for yesterday and describe the trend,TimeSeriesQueryAgent|TrendAnalysisAgent,14
1830,I need you to check if throughput has outliers in the last 24 hours.,AnomalyDetectionAgent,19
1831,Summarize and report anomalies in wind energy output for yesterday,AnomalyDetectionAgent|ReportWriterAgent|SummaryAgent,25
1832,asap: I need you to filter the ops_metrics table where error rate > TX-8821.,SQLQueryAgent,35
1833,for the weekly review: I need you to give me a quick sanity check on the turbine RPM numbers for this month.,StatisticalAnalysisAgent|SummaryAgent,16
1834,for my notes: Help me forecast power output for next 2 weeks and plot it. and draft a short report.,ForecastAgent|PlotGenerationAgent,11
1835,Can you plot throughput and identify its trend for the last 3 days?,PlotGenerationAgent|TrendAnalysisAgent,23
1836,for my notes: I need you to check if throughput has outliers in the last 3 days.,AnomalyDetectionAgent,19
1837,I need you to summarize and report anomalies in throughput for the last 30 days.,AnomalyDetectionAgent|ReportWriterAgent|SummaryAgent,25
1838,Summarize log patterns for frontend over the last 3 days,LogRetrievalAgent|SummaryAgent,20
1839,I need you to list columns and schema for the transactions dataset.,MetadataLookupAgent,36
1840,Help me fetch wind speed data for the last 24 hours.,TimeSeriesQueryAgent|APIDataFetchAgent,0
1841,Use the energy/telemetry REST API with auth to get wind speed for this month,APIDataFetchAgent,31
1842,for the weekly review: I need you to what columns exist in the weather dataset?.,MetadataLookupAgent,3
1843,Help me detect unusual spikes or drops in wind energy output for yesterday.,AnomalyDetectionAgent,6
1844,for the weekly review: Help me filter the wind table where throughput > 1023. and draft a short report.,SQLQueryAgent,35
1845,Can you forecast wind energy output for tomorrow evening and summarize risks?,ForecastAgent|SummaryAgent,18
1846,Please calculate summary stats for error rate in this week.,StatisticalAnalysisAgent,41
1847,not urgent: Please retrieve logs and summarize errors for ETL job.,LogRetrievalAgent|SummaryAgent,13
1848,for my notes: Help me identify the trend of temperature over the past 168 days.,TrendAnalysisAgent,5
1849,asap: Help me extract API data for error rate during the last 24 hours. and include a quick chart.,APIDataFetchAgent|TimeSeriesQueryAgent,26
1850,btw: Please check if turbine RPM has outliers in the past 7 days.,AnomalyDetectionAgent,19
1851,Can you write a concise report of turbine RPM behavior in this month?,ReportWriterAgent|SummaryAgent,27
1852,Run a SQL query to find throughput rows with value 1023,SQLQueryAgent,34
1853,Can you detect unusual spikes or drops in error rate for the past 7 days?,AnomalyDetectionAgent,6
1854,Help me what columns exist in the energy dataset?.,MetadataLookupAgent,3
1855,FYI: Please forecast error rate for next 72 hours and plot it.,ForecastAgent|PlotGenerationAgent,11
1856,List columns and schema for the sensor_streams dataset,MetadataLookupAgent,36
1857,btw: Please show WARN and ERROR logs for ETL job in the last 3 days.,LogRetrievalAgent,39
1858,Help me fetch logs for Lambda with error code failed.,LogRetrievalAgent,38
1859,I need you to plot and summarize wind energy output for the last 24 hours.,PlotGenerationAgent|SummaryAgent,12
1860,Summarize what happened in wind energy output during today,SummaryAgent,9
1861,Compute median and std dev for throughput over the last 30 days,StatisticalAnalysisAgent,40
1862,not urgent: I need you to summarize and report anomalies in temperature for yesterday.,AnomalyDetectionAgent|ReportWriterAgent|SummaryAgent,25
1863,Can you forecast wind energy output for next 72 hours and plot it?,ForecastAgent|PlotGenerationAgent,11
1864,Help me list columns and schema for the transactions dataset. and include a quick chart.,MetadataLookupAgent,36
1865,Can you give me a quick sanity check on the error rate numbers for this month?,StatisticalAnalysisAgent|SummaryAgent,16
1866,Predict wind speed for tomorrow,ForecastAgent,7
1867,I need you to plot and summarize wind speed for this month.,PlotGenerationAgent|SummaryAgent,12
1868,Please check if latency has outliers in the last 30 days. and include a quick chart.,AnomalyDetectionAgent,19
1869,Help me retrieve logs and summarize errors for scheduler.,LogRetrievalAgent|SummaryAgent,13
1870,Fetch power output for last week and describe the trend,TimeSeriesQueryAgent|TrendAnalysisAgent,14
1871,I need you to fetch external wind energy output from metrics/v1 and return raw payloads.,APIDataFetchAgent,32
1872,btw: Can you give me a quick sanity check on the temperature numbers for the last 24 hours?,StatisticalAnalysisAgent|SummaryAgent,16
1873,btw: Help me give me a quick sanity check on the error rate numbers for the last 3 days.,StatisticalAnalysisAgent|SummaryAgent,16
1874,Help me give me a quick sanity check on the temperature numbers for last week.,StatisticalAnalysisAgent|SummaryAgent,16
1875,for the weekly review: Help me give me a quick sanity check on the throughput numbers for the past 7 days.,StatisticalAnalysisAgent|SummaryAgent,16
1876,I need you to fetch wind speed data for the last 12 hours.,TimeSeriesQueryAgent|APIDataFetchAgent,0
1877,for my notes: Help me check if error rate has outliers in this month.,AnomalyDetectionAgent,19
1878,not urgent: Help me plot and summarize throughput for yesterday.,PlotGenerationAgent|SummaryAgent,12
